Distance_(pixels),Gray_Value
0,24271.209
1,24186.930
2,24033.469
3,23785.201
4,23504.301
5,23141.480
6,22684.830
7,22228.684
8,21772.285
9,21261.625
10,20746.904
11,20235.973
12,19727.189
13,19171.488
14,18561.582
15,17911.045
16,17192.318
17,16423.652
18,15717.228
19,15062.493
20,14432.081
21,13779.525
22,13126.438
23,12525.928
24,11946.460
25,11374.112
26,10793.317
27,10218.648
28,9632.036
29,9057.083
30,8470.882
31,7911.409
32,7375.773
33,6874.794
34,6401.962
35,5956.025
36,5509.247
37,5075.494
38,4665.218
39,4287.093
40,3951.908
41,3670.131
42,3448.818
43,3261.907
44,3120.793
45,3003.256
46,2942.523
47,2930.233
48,2964.928
49,3043.983
50,3165.358
51,3326.379
52,3523.385
53,3743.998
54,3965.990
55,4198.055
56,4457.074
57,4777.765
58,5165.872
59,5594.340
60,6031.288
61,6496.708
62,7007.065
63,7559.350
64,8153.032
65,8774.967
66,9381.526
67,9972.413
68,10596.747
69,11260.255
70,11933.409
71,12623.625
72,13328.183
73,13975.105
74,14533.981
75,15099.899
76,15702.410
77,16277.603
78,16842.738
79,17417.482
80,17958.773
81,18502.967
82,19037.365
83,19588.141
84,20048.518
85,20451.699
86,20910.080
87,21375.830
88,21770.924
89,22091.586
90,22437.838
91,22726.086
92,22929.283
93,23096.219
94,23230.504
95,23331.281
96,23414.146
97,23467.332
98,23541.127
99,23609.801
100,23600.100
101,23623.656
102,23647.631
103,23585.180
104,23432.900
105,23240.516
106,23021.912
107,22803.529
108,22611.471
109,22373.684
110,22077.602
111,21709.924
112,21330.326
113,20911.510
114,20522.250
115,20099.020
116,19608.482
117,19044.135
118,18432.277
119,17782.518
120,17094.908
121,16373.896
122,15659.759
123,14994.062
124,14393.038
125,13804.164
126,13211.117
127,12620.962
128,12061.727
129,11445.719
130,10791.494
131,10118.057
132,9463.546
133,8859.328
134,8274.968
135,7714.562
136,7194.408
137,6696.041
138,6222.249
139,5765.184
140,5355.571
141,4988.935
142,4640.665
143,4311.172
144,4025.652
145,3800.674
146,3616.898
