Distance_(pixels),Gray_Value
0,1058.000
1,1075.942
2,1012.814
3,1058.970
4,1008.875
5,981.205
6,1024.891
7,1028.732
8,943.224
9,971.296
10,944.878
11,921.006
12,986.103
13,962.920
14,974.839
15,1007.547
16,1008.000
17,989.022
18,963.975
19,1022.034
20,1108.982
21,1037.011
22,1042.645
23,1048.594
24,1044.849
25,1037.903
26,1002.148
27,1024.033
28,967.191
29,928.058
30,1026.820
31,981.419
32,898.612
33,939.573
34,1040.538
35,1020.664
36,976.547
37,985.689
38,969.139
39,999.127
40,1008.071
41,988.781
42,1001.873
43,1014.299
44,1017.707
45,1032.026
46,1069.144
47,1039.494
48,976.705
49,997.211
50,974.574
51,957.275
52,1029.865
53,1069.861
54,972.134
55,948.504
56,994.469
57,1007.067
58,1013.446
59,970.008
60,980.311
61,989.679
62,1004.737
63,969.117
64,943.744
65,992.467
66,1064.051
67,1046.766
68,1042.314
69,1010.802
70,999.899
71,993.502
72,979.857
73,961.798
74,963.222
75,981.496
76,1027.641
77,999.492
78,1017.835
79,1020.202
80,1022.872
81,947.473
82,969.093
83,1028.813
84,1125.666
85,1145.740
86,1032.401
87,994.311
88,999.544
89,1006.742
90,984.574
91,997.428
92,1079.583
93,1054.415
94,1017.559
95,1038.772
96,1050.519
97,980.118
98,928.699
99,944.624
100,951.379
101,987.070
102,981.667
103,978.733
104,993.684
105,1043.754
106,1034.151
107,1014.701
108,972.746
109,970.030
110,1035.310
111,993.380
112,959.765
113,987.651
114,1006.882
115,1001.020
116,1021.427
117,1044.767
118,955.200
119,965.129
120,1034.963
121,978.112
122,915.460
123,951.001
124,985.002
125,949.272
126,975.031
127,1055.287
128,1062.179
129,1052.765
130,1002.134
131,966.802
132,985.337
133,986.074
134,1016.548
135,1000.728
136,1015.792
137,1030.040
138,1001.485
139,979.503
140,1022.326
141,1074.902
142,1043.107
143,934.318
144,899.611
145,1028.587
146,1029.725
147,1000.941
148,983.938
149,941.448
150,981.953
151,1011.077
152,948.354
153,967.521
154,988.195
155,915.964
