Distance_(pixels),Gray_Value
0,15983.204
1,16045.621
2,16160.671
3,16410.852
4,16584.471
5,16706.619
6,16948.365
7,17126.539
8,17220.705
9,17232.318
10,17274.354
11,17328.623
12,17357.902
13,17386.338
14,17444.877
15,17495.551
16,17556.896
17,17672.189
18,17739.156
19,17761.996
20,17768.299
21,17855.314
22,17979.172
23,18091.818
24,18098.990
25,18125.914
26,18007.002
27,17887.664
28,17832.184
29,17790.898
30,17793.061
31,17740.426
32,17677.428
33,17567.748
34,17470.766
35,17465.596
36,17432.123
37,17402.037
38,17370.580
39,17295.561
40,17220.008
41,17129.986
42,16955.045
43,16754.072
44,16549.107
45,16309.422
46,16064.034
47,15792.914
48,15543.572
49,15314.336
50,15052.638
51,14850.930
52,14637.787
53,14469.873
54,14275.273
55,14118.688
56,13933.991
57,13735.688
58,13509.803
59,13258.331
60,13003.788
61,12682.614
62,12385.524
63,12111.698
64,11811.382
65,11544.447
66,11289.394
67,11045.174
68,10863.381
69,10711.464
70,10547.641
71,10412.387
72,10258.158
73,10087.008
74,9944.634
75,9774.625
76,9604.150
77,9413.208
78,9211.758
79,8976.471
80,8742.772
81,8509.914
82,8270.416
83,8082.642
84,7889.341
85,7734.294
86,7626.680
87,7515.128
88,7397.067
89,7258.956
90,7116.694
91,6958.157
92,6803.816
93,6624.800
94,6480.855
95,6353.323
96,6227.643
97,6082.064
98,5964.613
99,5872.405
100,5805.967
101,5768.762
102,5739.416
103,5706.210
104,5669.514
105,5646.034
106,5621.599
107,5583.090
108,5563.753
109,5548.533
110,5523.843
111,5532.507
112,5543.080
113,5572.835
114,5615.259
115,5678.635
116,5754.844
117,5836.808
118,5926.041
119,6024.411
120,6136.439
121,6221.775
122,6318.718
123,6398.816
124,6499.536
125,6610.971
126,6716.694
127,6851.695
128,6981.824
129,7133.859
130,7274.613
131,7437.191
132,7609.882
133,7798.755
134,7983.647
135,8191.758
136,8389.660
137,8582.732
138,8784.649
139,9016.312
140,9228.421
141,9471.543
142,9700.791
143,9921.050
144,10136.444
145,10376.317
146,10644.874
147,10911.212
148,11185.464
149,11437.953
150,11720.065
151,11967.359
152,12228.883
153,12466.015
154,12706.896
155,12941.789
156,13173.124
157,13441.634
158,13725.938
159,13965.813
160,14232.713
161,14509.568
162,14795.408
163,15077.443
164,15363.252
165,15642.857
166,15875.440
167,16140.201
168,16367.528
169,16622.848
170,16822.266
171,17022.066
172,17205.627
173,17344.521
174,17476.988
175,17610.520
176,17731.742
177,17813.926
178,17917.504
179,18044.986
180,18175.863
181,18330.334
182,18496.516
183,18665.979
184,18820.502
185,18935.990
186,19038.393
187,19144.812
188,19233.613
189,19335.828
190,19409.736
191,19427.010
192,19400.951
193,19368.670
194,19348.760
195,19330.148
196,19364.506
197,19419.471
198,19373.865
199,19312.342
200,19302.203
201,19278.389
202,19277.473
203,19272.727
204,19247.486
205,19219.018
206,19147.875
207,19064.805
208,18962.662
209,18789.809
210,18597.902
211,18442.180
212,18299.064
213,18142.625
214,17955.840
215,17768.270
216,17643.357
217,17524.785
218,17409.160
219,17325.033
220,17195.049
221,17045.449
222,16895.600
223,16759.408
224,16595.080
225,16363.663
226,16112.498
227,15820.895
228,15550.113
229,15249.559
230,14920.740
231,14580.902
232,14255.928
233,13964.116
234,13648.247
235,13358.962
236,13126.181
237,12899.579
238,12669.571
239,12473.675
240,12264.769
241,12034.618
242,11811.995
243,11544.838
244,11304.664
245,11027.835
246,10749.748
247,10473.051
248,10216.058
249,9965.175
250,9713.273
251,9463.908
252,9219.221
253,8969.142
254,8750.919
255,8539.368
256,8343.432
257,8167.297
258,8007.828
259,7842.454
260,7695.237
261,7540.920
262,7387.945
263,7224.915
264,7075.897
265,6933.901
266,6791.363
267,6642.400
268,6506.833
269,6361.195
270,6232.747
271,6120.281
272,6024.680
273,5926.336
274,5836.120
