Distance_(pixels),Gray_Value
0,7803.200
1,7307.714
2,6832.082
3,6339.089
4,5876.479
5,5394.440
6,4941.880
7,4466.724
8,4028.262
9,3586.668
10,3206.832
11,2852.506
12,2536.149
13,2256.585
14,2025.112
15,1836.818
16,1692.519
17,1597.093
18,1561.663
19,1589.190
20,1683.435
21,1854.317
22,2071.457
23,2347.916
24,2685.557
25,3081.944
26,3534.061
27,4052.510
28,4604.490
29,5214.280
30,5877.212
31,6590.588
32,7368.372
33,8178.658
34,9029.072
35,9906.760
36,10786.303
37,11715.014
38,12664.910
39,13615.770
40,14522.965
41,15403.499
42,16291.953
43,17150.723
44,17981.078
45,18759.496
46,19454.146
47,20094.156
48,20713.094
49,21230.590
50,21704.314
51,22130.637
52,22473.129
53,22710.762
54,22880.818
55,22908.285
56,22861.426
57,22680.283
58,22434.000
59,22126.352
60,21742.516
61,21328.781
62,20822.795
63,20252.561
64,19635.650
65,18916.529
66,18118.797
67,17204.061
68,16288.979
69,15354.823
70,14375.896
71,13396.866
72,12410.724
73,11444.517
74,10456.596
75,9486.129
76,8560.323
77,7659.804
78,6786.254
79,5953.167
80,5187.653
81,4463.397
82,3823.053
83,3265.700
84,2815.958
85,2434.723
86,2140.069
87,1939.396
88,1822.885
89,1794.924
90,1851.646
91,2000.383
92,2261.854
93,2626.234
94,3063.523
95,3563.915
96,4165.093
97,4866.112
98,5630.597
99,6444.062
100,7316.491
101,8258.340
102,9245.820
103,10300.080
104,11360.200
105,12434.394
106,13510.463
107,14603.238
108,15668.436
109,16749.850
110,17758.609
111,18711.473
112,19611.842
113,20484.994
114,21297.193
115,22037.402
116,22750.998
117,23416.760
118,23959.400
119,24431.695
120,24803.945
121,25030.498
122,25163.059
123,25192.320
124,25049.039
125,24866.568
126,24595.262
127,24260.363
128,23843.809
129,23345.691
130,22823.439
131,22280.150
132,21638.195
133,20927.293
134,20259.277
135,19463.926
136,18579.418
137,17668.838
138,16724.947
139,15726.304
140,14698.176
141,13674.663
142,12630.898
143,11566.644
144,10570.260
145,9574.722
146,8629.849
147,7730.555
148,6880.790
149,6059.193
150,5280.772
151,4575.090
152,3910.506
153,3323.103
154,2808.968
155,2365.662
156,1990.389
157,1693.284
158,1498.242
159,1380.075
160,1349.186
161,1408.013
162,1544.032
163,1752.472
164,2034.146
165,2380.067
166,2788.824
167,3270.415
168,3820.731
169,4433.113
170,5075.214
171,5759.271
172,6493.341
173,7260.368
174,8075.490
175,8935.576
176,9836.377
177,10727.734
178,11600.110
179,12499.770
180,13432.021
181,14363.811
182,15279.854
183,16191.277
184,17054.953
185,17851.307
186,18564.180
187,19243.924
188,19895.568
189,20477.275
190,20957.156
191,21413.238
192,21802.961
193,22154.441
194,22428.959
195,22597.883
196,22796.428
197,22888.764
198,22840.691
199,22689.137
200,22522.770
201,22218.236
202,21812.557
203,21328.656
204,20799.930
205,20226.105
206,19564.926
207,18887.348
208,18168.855
209,17396.742
210,16588.875
211,15743.010
212,14874.613
213,14002.438
214,13082.814
215,12176.861
216,11265.870
217,10354.108
218,9409.496
219,8520.873
220,7648.243
221,6819.399
222,6021.468
223,5296.666
224,4600.550
225,3968.074
226,3424.459
227,2946.347
228,2532.598
229,2163.107
230,1865.599
231,1653.192
232,1521.247
233,1470.804
234,1503.795
235,1619.014
236,1806.499
237,2077.025
238,2416.364
239,2832.088
240,3317.104
241,3899.338
242,4559.796
243,5257.422
244,6003.624
245,6779.567
246,7574.501
247,8426.113
248,9249.614
249,10091.200
250,10988.089
251,11874.836
252,12732.251
253,13576.571
254,14368.459
255,15191.076
256,16006.062
257,16774.250
258,17519.529
259,18260.439
260,18942.057
261,19628.061
262,20242.381
263,20745.514
264,21197.447
265,21622.969
266,21962.930
267,22232.885
268,22438.777
269,22568.275
270,22635.412
271,22613.385
272,22532.848
273,22380.041
274,22203.869
275,21953.703
276,21597.695
277,21169.641
278,20679.529
279,20073.312
280,19349.045
281,18572.219
282,17789.990
283,16940.799
284,16032.193
285,15110.778
286,14203.963
287,13314.419
288,12375.748
289,11375.892
290,10420.329
291,9480.761
292,8586.251
293,7686.006
294,6816.695
295,5997.859
296,5267.019
297,4578.263
298,3917.357
299,3320.053
300,2782.340
301,2349.341
302,2013.859
303,1744.221
304,1547.754
305,1434.060
306,1414.045
307,1477.599
308,1630.805
309,1866.496
310,2168.317
311,2528.073
312,2956.186
313,3468.873
314,4059.828
315,4730.617
316,5504.321
317,6325.130
318,7139.880
319,8002.859
320,8867.064
321,9736.164
322,10603.114
323,11481.988
324,12344.373
325,13232.131
326,14177.596
327,15078.189
328,15975.211
329,16884.002
330,17740.711
331,18596.863
332,19426.418
333,20127.998
334,20763.059
335,21385.848
336,21943.678
337,22412.631
338,22793.781
339,23114.977
340,23414.203
341,23568.355
342,23716.867
343,23778.213
344,23750.789
345,23652.658
346,23440.084
347,23132.322
348,22779.367
349,22333.551
350,21802.203
351,21186.771
352,20530.521
353,19746.736
354,18920.451
355,18056.523
356,17028.039
357,16023.917
358,14956.592
359,13943.728
360,12968.503
361,11981.558
362,11017.747
363,10061.438
364,9109.177
365,8154.196
366,7256.093
367,6381.462
368,5558.846
369,4809.406
370,4134.334
371,3515.808
372,2982.450
373,2527.914
374,2144.931
375,1833.581
376,1600.864
377,1442.235
378,1371.585
379,1363.575
380,1441.707
381,1603.400
382,1834.219
383,2148.952
384,2509.040
385,2931.501
386,3433.826
387,3997.879
388,4613.315
389,5258.277
390,5962.935
391,6711.868
392,7532.975
393,8375.646
394,9232.768
395,10153.214
396,11047.193
397,11991.014
398,12852.146
399,13715.231
400,14622.214
401,15493.760
402,16317.908
403,17165.598
404,17976.039
405,18714.607
406,19420.076
407,20040.758
408,20613.791
409,21104.422
410,21508.076
411,21944.574
412,22287.820
413,22483.242
414,22707.592
415,22845.674
416,22832.848
417,22809.973
418,22738.516
419,22437.543
420,22110.209
421,21782.031
422,21310.863
423,20778.379
424,20209.844
425,19536.348
426,18832.461
427,18079.562
428,17255.180
429,16356.693
430,15413.534
431,14487.419
432,13558.298
433,12567.549
434,11616.542
435,10687.795
436,9754.453
437,8815.787
438,7880.496
439,7032.374
440,6238.443
441,5452.571
442,4723.154
443,4033.743
444,3421.808
445,2878.520
446,2426.727
447,2041.319
448,1743.196
449,1534.840
450,1394.632
451,1344.814
452,1367.088
453,1474.172
454,1673.302
455,1944.515
456,2285.987
457,2685.505
458,3174.519
459,3719.584
460,4367.140
461,5044.794
462,5820.032
463,6613.311
464,7437.628
465,8270.046
466,9131.064
467,10031.517
468,10956.811
469,11902.106
470,12896.524
471,13891.601
472,14884.535
473,15857.609
474,16795.914
475,17692.367
476,18492.588
477,19257.676
478,19962.684
479,20567.174
480,21154.262
481,21710.932
482,22200.951
483,22564.830
484,22943.326
485,23233.531
486,23460.387
487,23625.936
488,23744.045
489,23757.275
490,23697.107
491,23579.996
492,23359.225
493,23038.873
494,22665.150
495,22231.029
496,21650.314
497,21020.059
498,20327.574
499,19581.436
500,18773.768
501,17950.244
502,17065.133
503,16145.492
504,15230.601
505,14325.718
506,13397.864
507,12431.693
508,11432.436
509,10417.253
510,9412.688
511,8415.910
512,7448.584
513,6537.498
514,5697.622
515,4941.555
516,4262.434
517,3648.552
518,3076.769
519,2587.534
520,2172.863
521,1845.427
522,1600.279
523,1444.016
524,1375.468
525,1391.215
526,1487.752
527,1668.387
528,1935.772
529,2278.693
530,2704.359
531,3183.865
532,3720.836
533,4333.939
534,5010.800
535,5746.683
536,6495.421
537,7292.523
538,8150.757
539,9033.286
540,9954.505
541,10884.732
542,11862.171
543,12843.522
544,13807.684
545,14750.696
546,15683.297
547,16587.930
548,17503.568
549,18337.072
550,19148.889
551,19912.029
552,20590.732
553,21260.756
554,21880.744
555,22392.900
556,22832.598
557,23232.189
558,23558.490
559,23772.709
560,23930.820
561,24053.844
562,23975.291
563,23837.330
564,23699.531
565,23345.574
566,22902.213
567,22467.211
568,21905.816
569,21249.043
570,20570.619
571,19833.635
572,19020.520
573,18212.709
574,17341.219
575,16438.627
576,15518.316
577,14586.961
578,13618.224
579,12622.622
580,11660.465
581,10691.426
582,9743.483
583,8791.668
584,7886.104
585,7071.408
586,6277.240
587,5543.711
588,4857.471
589,4209.098
590,3616.835
591,3091.361
592,2639.440
593,2247.071
594,1918.893
595,1672.447
596,1504.013
597,1410.434
598,1409.140
599,1484.240
600,1649.024
601,1892.331
602,2222.238
603,2630.499
604,3115.198
605,3660.634
606,4274.517
607,4961.792
608,5736.534
609,6544.672
610,7385.971
611,8295.070
612,9192.608
613,10109.722
614,11003.370
615,11913.852
616,12792.673
617,13694.247
618,14559.060
619,15459.181
620,16309.018
621,17145.834
622,17960.078
623,18795.271
624,19556.268
625,20231.422
626,20913.125
627,21509.666
628,22047.369
629,22449.699
630,22821.738
631,23162.182
632,23397.615
633,23510.107
634,23577.676
635,23532.678
636,23387.545
637,23205.115
638,22919.418
639,22541.557
640,22114.471
641,21604.627
642,21070.896
643,20468.426
644,19821.775
645,19127.535
646,18437.582
647,17635.133
648,16796.352
649,15907.488
650,14989.429
651,14013.348
652,13072.606
653,12131.946
654,11192.891
655,10240.962
656,9330.856
657,8445.669
658,7611.416
659,6766.156
660,5966.981
661,5199.813
662,4505.650
663,3885.004
664,3321.338
665,2821.495
666,2393.122
667,2041.598
668,1751.683
669,1551.046
670,1437.440
671,1411.514
672,1465.531
673,1615.511
674,1851.482
675,2166.296
676,2550.597
677,2990.645
678,3530.972
679,4152.814
680,4817.586
681,5510.590
682,6245.294
683,7082.941
684,7961.561
685,8872.522
686,9769.769
687,10713.408
688,11666.479
689,12649.353
690,13619.220
691,14612.588
692,15645.730
693,16605.322
694,17457.094
695,18356.402
696,19223.527
697,19980.451
698,20730.973
699,21440.111
700,22066.576
701,22623.174
702,23125.799
703,23565.615
704,23903.893
705,24217.113
706,24419.316
707,24493.988
708,24456.361
709,24443.852
710,24261.936
711,23950.324
712,23625.180
713,23245.166
714,22735.893
715,22124.316
716,21534.852
717,20920.582
718,20183.066
719,19459.004
720,18709.910
721,17823.314
722,16902.354
723,15974.639
724,15055.026
725,14074.379
726,13127.213
727,12205.209
728,11207.349
729,10221.915
730,9251.748
731,8308.730
732,7396.221
733,6556.873
734,5745.279
735,4980.102
736,4270.490
737,3621.695
738,3075.168
739,2608.653
740,2197.994
741,1868.963
742,1617.295
743,1470.995
744,1408.730
745,1412.980
746,1504.389
747,1671.137
748,1919.859
749,2240.052
750,2645.651
751,3145.411
752,3723.117
753,4348.628
754,5041.605
755,5813.775
756,6651.128
757,7532.941
758,8474.916
759,9421.700
760,10366.488
761,11317.706
