Distance_(pixels),Gray_Value
0,1520.000
1,1429.344
2,1421.234
3,1386.490
4,1347.798
5,1407.017
6,1460.401
7,1500.870
8,1307.226
9,1425.504
10,1380.550
11,1339.159
12,1426.482
13,1415.025
14,1441.417
15,1367.225
16,1500.178
17,1459.908
18,1408.203
19,1351.333
20,1334.176
21,1353.791
22,1405.223
23,1395.366
24,1414.515
25,1373.287
26,1336.008
27,1443.575
28,1487.630
29,1406.213
30,1428.183
31,1501.807
32,1405.259
33,1386.336
34,1484.565
35,1365.691
36,1443.878
37,1347.497
38,1448.557
39,1360.995
40,1437.630
41,1486.206
42,1465.264
43,1476.250
44,1484.068
45,1497.461
46,1505.633
47,1481.314
48,1527.401
49,1350.874
50,1340.242
51,1428.547
52,1377.030
53,1369.022
54,1398.952
55,1408.874
56,1397.089
57,1413.029
58,1471.403
59,1486.626
60,1404.557
61,1361.891
62,1419.526
63,1371.493
64,1386.410
65,1377.218
66,1358.081
67,1402.457
68,1399.051
69,1434.255
70,1418.620
71,1489.167
72,1542.535
73,1447.806
74,1420.379
75,1444.742
76,1453.588
77,1478.608
78,1473.418
79,1366.497
80,1388.066
81,1426.906
82,1453.062
83,1458.381
84,1438.311
85,1489.523
86,1518.584
87,1481.427
88,1469.606
89,1461.589
90,1482.140
91,1477.692
92,1456.505
93,1447.896
94,1435.045
95,1395.003
96,1431.067
97,1416.062
98,1354.190
99,1398.831
100,1431.693
101,1451.525
102,1467.587
103,1474.811
104,1526.448
105,1533.430
106,1453.366
107,1410.391
108,1421.775
109,1391.895
110,1417.369
111,1398.306
112,1377.410
113,1447.338
114,1485.648
115,1465.945
116,1494.509
117,1564.667
118,1429.135
119,1387.234
120,1455.400
121,1493.792
122,1446.572
123,1457.336
124,1465.123
125,1476.582
126,1415.785
127,1461.915
128,1401.260
129,1361.972
130,1440.412
131,1484.316
132,1472.026
133,1450.383
134,1406.829
135,1421.096
136,1377.657
137,1408.531
138,1444.577
139,1474.057
140,1485.638
141,1419.350
142,1381.152
143,1417.527
144,1332.773
145,1397.844
146,1432.027
147,1510.957
148,1505.768
149,1400.701
150,1494.091
151,1463.070
152,1430.902
153,1430.974
154,1367.565
155,1421.664
156,1486.119
157,1348.437
158,1364.050
159,1347.209
160,1440.198
161,1460.900
162,1348.720
163,1469.428
164,1428.578
165,1454.342
166,1413.281
167,1356.203
168,1430.345
169,1446.055
170,1445.818
171,1381.889
172,1456.255
173,1402.659
174,1418.754
175,1455.420
176,1360.962
177,1376.816
178,1558.627
179,1546.460
180,1533.122
181,1386.999
182,1323.172
183,1460.759
184,1429.066
185,1425.829
186,1395.460
187,1463.288
188,1564.866
189,1537.131
190,1458.676
191,1478.919
192,1494.216
193,1445.100
194,1483.929
195,1498.507
196,1572.742
197,1470.583
198,1531.324
199,1403.522
200,1507.323
201,1436.839
202,1423.778
203,1355.161
204,1403.994
205,1564.149
206,1396.922
207,1489.232
208,1532.174
209,1526.371
210,1423.815
211,1426.392
212,1487.152
213,1448.831
214,1335.689
215,1367.195
216,1364.851
217,1505.663
218,1429.676
219,1392.083
220,1471.691
221,1483.439
222,1480.517
223,1434.566
224,1434.715
225,1553.315
226,1443.439
227,1470.225
228,1527.787
229,1529.242
230,1518.796
231,1484.700
232,1466.780
233,1434.111
234,1391.586
235,1482.169
236,1494.280
237,1529.453
238,1448.325
239,1431.914
240,1478.780
241,1524.634
242,1556.372
243,1546.541
244,1477.478
245,1470.163
246,1421.006
247,1398.415
248,1476.573
249,1376.403
250,1364.616
251,1435.481
252,1467.581
253,1390.046
254,1484.732
255,1451.543
256,1480.204
257,1512.460
258,1475.725
259,1436.654
260,1462.781
261,1424.520
262,1379.679
263,1396.093
264,1537.656
265,1493.784
266,1429.087
267,1416.819
268,1444.095
269,1442.669
270,1430.256
271,1533.444
272,1520.721
273,1395.418
274,1416.037
275,1395.296
276,1467.318
277,1488.567
278,1445.936
279,1455.789
280,1493.658
281,1475.210
282,1453.626
283,1436.203
284,1498.321
285,1561.477
286,1464.277
287,1420.298
288,1459.599
289,1466.927
290,1475.631
291,1448.709
292,1442.530
293,1452.454
294,1434.692
295,1434.681
296,1426.481
297,1427.516
298,1431.753
299,1471.710
300,1478.519
301,1408.464
302,1361.325
303,1350.995
304,1441.900
305,1481.200
306,1457.793
307,1410.320
308,1423.084
309,1447.326
310,1438.713
311,1459.076
312,1369.136
313,1322.589
314,1428.488
315,1454.325
316,1474.638
317,1425.856
318,1440.392
319,1467.826
320,1449.851
321,1464.538
322,1575.120
323,1490.954
324,1476.233
325,1536.106
326,1494.953
327,1492.428
328,1469.347
329,1421.493
330,1468.080
331,1443.588
332,1447.321
333,1538.714
334,1585.517
335,1492.031
336,1445.924
337,1405.288
338,1462.131
339,1450.592
340,1459.008
341,1541.217
342,1506.594
343,1401.448
344,1456.232
345,1429.920
346,1426.268
347,1406.368
348,1483.726
349,1384.983
350,1486.213
351,1482.905
352,1360.713
353,1474.282
354,1479.298
355,1506.683
356,1533.646
357,1466.923
358,1339.418
359,1396.854
360,1461.679
361,1613.557
362,1510.893
363,1419.113
364,1421.051
365,1434.196
366,1418.209
367,1448.808
368,1358.586
369,1428.993
370,1284.004
371,1359.316
372,1650.837
373,1558.415
374,1465.989
375,1360.051
376,1401.581
377,1252.595
378,1442.214
379,1403.605
380,1432.348
381,1486.675
382,1401.764
383,1578.526
384,1469.819
385,1523.609
386,1498.000
387,1579.404
388,1464.460
389,1481.250
390,1259.464
391,1364.185
392,1373.430
393,1386.368
394,1446.267
395,1472.824
396,1509.865
397,1495.950
398,1405.577
399,1435.965
400,1338.747
401,1454.251
402,1419.373
403,1454.306
404,1544.794
405,1476.792
406,1438.829
407,1475.742
408,1612.715
409,1556.010
410,1481.164
411,1566.276
412,1528.751
413,1442.116
414,1491.268
415,1471.358
416,1422.037
417,1496.480
418,1455.663
419,1576.354
420,1459.276
421,1437.601
422,1459.712
423,1501.423
424,1433.804
425,1428.238
426,1400.829
427,1464.703
428,1480.024
429,1419.087
430,1385.410
431,1471.227
432,1468.000
433,1540.586
434,1578.238
435,1540.284
436,1538.093
437,1508.449
438,1485.457
439,1596.605
440,1885.443
441,1870.674
442,1743.523
443,1630.523
444,1654.909
445,1698.413
446,1668.831
447,1653.330
448,1773.684
449,1870.946
450,1984.548
451,1867.569
452,1760.798
453,1851.724
454,2154.638
455,2291.175
456,2193.579
457,1905.260
458,1707.384
459,2257.529
460,3567.856
461,5901.846
462,8302.744
463,9337.569
464,10613.579
465,13749.923
466,17975.211
467,21198.469
468,22621.980
469,24704.180
470,26964.879
471,24717.037
472,19151.373
473,15096.808
474,12413.574
475,9985.035
476,7890.280
477,5904.769
478,4439.554
479,2997.195
480,2161.955
481,1711.985
482,1578.073
483,1537.854
484,1484.023
485,1549.888
486,1550.463
487,1506.263
488,1482.917
489,1444.887
490,1517.048
491,1535.265
492,1451.956
493,1442.537
494,1521.438
495,1623.915
496,1670.516
497,1605.463
498,1552.872
499,1547.193
500,1572.795
501,1447.990
502,1471.747
503,1596.058
504,1566.873
505,1644.833
506,1602.978
507,1614.900
508,1580.160
509,1467.403
510,1408.515
511,1476.719
512,1448.134
513,1486.782
514,1531.998
515,1613.077
516,1572.028
517,1366.052
518,1372.020
519,1301.236
520,1319.742
521,1469.934
522,1579.779
523,1628.282
524,1431.703
525,1526.625
526,1605.477
527,1540.867
528,1576.964
529,1534.720
530,1564.639
531,1549.787
532,1527.182
533,1531.406
534,1508.768
535,1453.901
536,1416.071
537,1519.044
538,1626.428
539,1546.499
540,1384.584
541,1352.400
542,1525.062
543,1551.430
544,1557.983
545,1436.829
546,1562.373
547,1509.983
548,1445.228
549,1610.207
550,1512.691
551,1449.196
552,1362.688
553,1380.794
554,1374.995
555,1526.612
556,1478.903
557,1319.558
558,1475.353
559,1348.735
560,1460.550
561,1567.630
562,1449.229
563,1504.184
564,1467.475
565,1490.901
566,1783.810
567,1694.972
568,1508.861
569,1589.080
570,1443.382
571,1367.759
572,1559.905
573,1466.216
574,1522.230
575,1477.436
576,1483.540
577,1428.354
578,1363.093
579,1571.500
580,1452.330
581,1463.107
582,1553.486
583,1469.915
584,1543.101
585,1607.902
586,1614.441
587,1584.656
588,1589.492
589,1465.141
590,1433.562
591,1468.571
592,1478.097
593,1539.321
594,1391.798
595,1478.126
596,1633.579
597,1527.062
598,1444.836
599,1615.274
600,1670.299
601,1523.491
602,1444.968
603,1471.329
604,1470.077
605,1496.937
606,1466.095
607,1514.827
608,1457.195
609,1482.770
610,1445.022
611,1552.729
612,1554.934
613,1556.674
614,1580.429
615,1644.080
616,1624.397
617,1481.183
618,1441.524
619,1499.543
620,1543.008
621,1608.623
622,1661.347
623,1542.328
624,1386.200
625,1426.182
626,1556.443
627,1447.941
628,1533.087
629,1549.516
630,1596.564
631,1535.277
632,1500.868
633,1489.070
634,1460.436
635,1419.448
636,1474.895
637,1474.874
638,1413.690
639,1508.506
640,1556.254
641,1441.926
642,1401.456
643,1480.071
644,1444.107
645,1396.863
646,1503.695
647,1531.519
648,1599.896
649,1657.341
650,1619.908
651,1606.986
652,1643.533
653,1685.190
654,1611.510
655,1556.812
656,1634.212
657,1538.278
658,1483.349
659,1488.431
660,1465.690
661,1517.288
662,1474.495
663,1490.460
664,1467.767
665,1369.838
666,1446.122
667,1517.001
668,1608.618
669,1622.471
670,1567.070
671,1458.087
672,1439.700
673,1406.995
674,1418.126
675,1500.207
676,1474.616
677,1570.853
678,1629.390
679,1559.888
680,1564.506
681,1623.111
682,1785.918
683,1776.333
684,1729.153
685,1669.996
686,1553.510
687,1429.322
688,1481.899
689,1501.001
690,1514.985
691,1528.742
692,1464.069
693,1461.971
694,1575.561
695,1497.810
696,1510.791
697,1505.170
698,1555.953
699,1498.380
700,1545.422
701,1677.979
702,1725.254
703,1582.855
704,1676.664
705,1599.896
706,1513.583
707,1517.518
708,1527.463
709,1493.072
710,1432.226
711,1510.585
712,1631.208
713,1747.386
714,2173.008
715,1950.995
716,1764.327
717,1590.177
718,1659.894
719,1784.657
720,1878.587
721,1793.376
722,1775.743
723,1764.140
724,1693.847
725,1610.311
726,1479.042
727,1522.591
728,1444.737
729,1503.243
730,1472.977
731,1516.413
732,1401.821
733,1378.502
734,1427.223
735,1591.393
736,1577.267
737,1553.079
738,1456.508
739,1421.600
740,1501.927
741,1586.214
742,1464.531
743,1392.741
744,1636.378
745,1734.656
746,1542.193
747,1467.100
748,1622.155
749,1832.680
750,1850.599
751,1800.850
752,1494.104
753,1395.719
754,1559.717
755,1534.219
756,1528.407
757,1462.806
758,1447.499
759,1517.687
760,1459.120
761,1419.131
762,1653.606
763,1577.689
764,1611.015
765,1648.359
766,1674.248
767,1553.097
768,1521.087
769,1504.413
770,1562.751
771,1826.505
772,1928.000
773,1736.430
774,1841.195
775,1542.996
776,1514.501
777,1551.130
778,1534.662
779,1563.768
780,1623.920
781,1818.955
782,2030.941
783,1961.254
784,1994.459
785,1835.197
786,1925.985
787,1794.525
788,1691.172
789,1753.567
790,1663.039
791,1497.956
792,1448.084
793,1480.071
794,1633.510
795,1734.220
796,1726.165
797,1667.450
798,1566.931
799,1605.260
800,1651.868
801,1700.623
802,1711.668
803,1616.576
804,1650.599
805,1616.392
806,1619.689
807,1677.117
808,1587.223
809,1594.896
810,1602.668
811,1482.333
812,1556.483
813,1692.427
814,1992.848
815,2138.904
816,2312.804
817,2371.168
818,2154.392
819,1888.017
820,1765.853
821,1968.930
822,2014.747
823,2081.796
824,1874.202
825,1766.906
826,2017.168
827,2294.975
828,2647.042
829,3007.120
830,3043.437
831,2588.705
832,2209.882
833,2151.793
834,2186.061
835,2264.000
836,2356.525
837,2337.926
838,2144.477
839,2155.048
840,2182.449
841,2141.910
842,1970.066
843,1762.224
844,2103.789
845,2763.859
846,2881.821
847,2290.639
848,1835.143
849,1742.177
850,1642.085
851,1648.107
852,1935.928
853,2025.153
854,1856.042
855,1800.792
856,1898.239
857,1985.892
858,1956.835
859,1972.475
860,1926.635
861,1743.002
862,1620.683
863,1747.780
864,1981.018
865,2062.615
866,2083.333
867,2038.229
868,1708.781
869,1634.971
870,1807.291
871,1999.948
872,2033.131
873,1892.680
874,1804.980
875,1723.493
876,1903.357
877,2500.921
878,3177.594
879,2949.213
880,2197.484
881,1948.480
882,2282.365
883,2818.008
884,2657.730
885,2119.255
886,1770.892
887,1800.861
888,2078.003
889,2539.411
890,2975.523
891,2707.611
892,2179.561
893,1832.719
894,1716.710
895,1926.681
896,2600.519
897,3087.803
898,2824.906
899,2495.194
900,1936.893
901,1673.708
902,1502.221
903,1510.792
904,1443.855
905,1384.004
906,1471.597
907,1477.376
908,1531.650
909,1569.007
910,1492.716
911,1497.417
912,1432.186
913,1490.482
914,1466.131
915,1491.033
916,1281.188
917,1550.200
918,1422.791
919,1513.558
920,1484.576
921,1462.958
922,1436.806
923,1428.805
924,1412.401
925,1415.341
926,1344.949
927,1436.520
928,1493.148
929,1501.990
930,1309.208
931,1443.652
932,1454.050
933,1491.562
934,1417.462
935,1477.091
936,1405.742
937,1344.224
938,1487.175
939,1485.464
940,1413.506
941,1414.808
942,1519.112
943,1432.744
944,1402.135
945,1534.035
946,1354.211
947,1495.836
948,1563.150
949,1421.615
950,1536.398
951,1424.163
952,1421.430
953,1497.157
954,1493.803
955,1365.105
956,1425.429
957,1444.561
958,1425.430
959,1488.047
960,1328.802
961,1472.970
962,1394.248
963,1441.635
964,1452.607
965,1452.500
966,1442.630
967,1311.732
968,1331.780
969,1548.486
970,1464.741
971,1485.054
972,1437.193
973,1381.289
974,1476.446
975,1467.727
976,1412.810
977,1521.260
978,1468.809
979,1458.170
980,1463.210
981,1379.737
982,1387.032
983,1430.907
984,1417.689
985,1441.710
986,1387.261
987,1444.870
988,1614.498
989,1503.585
990,1464.348
991,1386.687
992,1408.094
993,1368.576
994,1406.416
995,1553.122
996,1467.673
997,1476.821
998,1551.250
999,1512.036
1000,1397.729
1001,1432.616
1002,1416.163
1003,1372.450
1004,1404.316
1005,1371.274
1006,1430.404
1007,1482.096
1008,1484.017
1009,1407.219
1010,1397.992
1011,1469.915
1012,1532.941
1013,1437.472
1014,1445.760
1015,1486.056
1016,1454.077
1017,1443.420
1018,1378.954
1019,1414.621
1020,1424.757
1021,1450.604
1022,1527.113
1023,1564.360
1024,1627.659
1025,1535.650
1026,1452.250
1027,1427.432
1028,1449.262
1029,1440.024
1030,1419.805
1031,1528.506
1032,1540.834
1033,1424.527
1034,1529.969
1035,1704.264
1036,1774.822
1037,1717.942
1038,1836.718
1039,2608.585
1040,3545.553
1041,3711.821
1042,3151.679
1043,2477.261
1044,2189.045
1045,2002.559
1046,1829.837
1047,1638.669
1048,1559.503
1049,1590.653
1050,1740.877
1051,1763.114
1052,1706.370
1053,1838.371
1054,1888.076
1055,1941.511
1056,1973.729
1057,1903.666
1058,1788.480
1059,1716.915
1060,1927.798
1061,2147.654
1062,2014.240
1063,1710.406
1064,1714.443
1065,2045.359
1066,2145.265
1067,1950.405
1068,1542.997
1069,1675.550
1070,1932.415
1071,1864.553
1072,1708.453
1073,1662.443
1074,1737.964
1075,1720.244
1076,1612.096
1077,1515.815
1078,1490.160
1079,1537.114
1080,1500.342
1081,1641.936
1082,1591.604
1083,1625.698
1084,1748.085
1085,1876.581
1086,1811.093
1087,1759.772
1088,1702.156
1089,1957.562
1090,1982.163
1091,1889.382
1092,1784.074
1093,1799.360
1094,1839.065
1095,1805.042
1096,1653.112
1097,1528.272
1098,1631.702
1099,1584.494
1100,1640.207
1101,1785.527
1102,1976.313
1103,1865.505
1104,1989.638
1105,1980.475
1106,1929.367
1107,1817.112
1108,1733.289
1109,1511.606
1110,1568.415
1111,1539.489
1112,1581.655
1113,1488.483
1114,1586.156
1115,1612.283
1116,1671.971
1117,1801.272
1118,1794.752
1119,1724.980
1120,1565.631
1121,1691.584
1122,1706.592
1123,1851.766
1124,2018.058
1125,2092.862
1126,1858.144
1127,1714.901
1128,1470.720
1129,1566.399
1130,1668.460
1131,1475.672
1132,1468.683
1133,1695.612
1134,1589.136
1135,1434.036
1136,1567.882
1137,1615.933
1138,1691.521
1139,2051.927
1140,2262.960
1141,2325.409
1142,1966.189
1143,1834.228
1144,2000.642
1145,2065.418
1146,1737.970
1147,1712.893
1148,2040.573
1149,2510.740
1150,2344.557
1151,2136.285
1152,1841.342
1153,1780.551
1154,1989.407
1155,2085.961
1156,2280.275
1157,2220.677
1158,2088.000
1159,2109.152
1160,2109.340
1161,1950.310
1162,1676.851
1163,1542.177
1164,1774.841
1165,1950.112
1166,2078.835
1167,1941.432
1168,1734.476
1169,1528.479
1170,1686.999
1171,1898.226
1172,1778.736
1173,1692.605
1174,1813.600
1175,1741.515
1176,2029.095
1177,2147.946
1178,2031.181
1179,1968.675
1180,1848.162
1181,1596.359
1182,1537.973
1183,1574.038
1184,1631.306
1185,1732.041
1186,1617.867
1187,1552.376
1188,1597.698
1189,1516.003
1190,1642.556
1191,1565.302
1192,1587.476
1193,1744.490
1194,1809.028
1195,1833.740
1196,1691.760
1197,1487.124
1198,1543.367
1199,1673.083
1200,1874.960
1201,2038.494
1202,1904.505
1203,1705.608
1204,1731.487
1205,1693.594
1206,1685.043
1207,1650.733
1208,1649.297
1209,1678.292
1210,1605.295
1211,1515.372
1212,1540.772
1213,1515.828
1214,1595.135
1215,1598.295
1216,1476.603
1217,1430.459
1218,1469.558
1219,1461.560
1220,1460.166
1221,1529.099
1222,1542.892
1223,1679.674
1224,1652.203
1225,1497.458
1226,1500.185
1227,1501.591
1228,1469.019
1229,1493.389
1230,1555.383
1231,1627.599
1232,1487.781
1233,1448.645
1234,1636.386
1235,1698.271
1236,1682.978
1237,1604.898
1238,1529.121
1239,1572.284
1240,1501.526
1241,1384.230
1242,1419.988
1243,1494.388
1244,1653.537
1245,1603.494
1246,1565.433
1247,1506.334
1248,1489.509
1249,1446.673
1250,1437.013
1251,1615.649
1252,1588.723
1253,1494.427
1254,1502.052
1255,1494.176
1256,1463.436
1257,1476.010
1258,1569.179
1259,1495.806
1260,1495.593
1261,1485.161
1262,1552.603
1263,1670.182
1264,1697.204
1265,1627.853
1266,1724.102
1267,1557.201
1268,1476.066
1269,1554.812
1270,1636.430
1271,1525.945
1272,1663.474
1273,1686.395
1274,1488.138
1275,1396.293
1276,1374.391
1277,1345.148
1278,1525.428
1279,1551.285
1280,1626.777
1281,1622.617
1282,1575.944
1283,1489.360
1284,1472.027
1285,1511.580
1286,1593.551
1287,1548.081
1288,1602.670
1289,1518.870
1290,1635.994
1291,1528.075
1292,1614.426
1293,1522.644
1294,1620.356
1295,1629.107
1296,1560.550
1297,1546.847
1298,1448.068
1299,1420.614
1300,1565.930
1301,1584.797
1302,1524.244
1303,1592.232
1304,1562.961
1305,1555.203
1306,1485.788
1307,1438.207
1308,1405.274
1309,1520.080
1310,1564.518
1311,1556.865
1312,1525.030
1313,1581.463
1314,1590.630
1315,1494.117
1316,1569.002
1317,1644.459
1318,1441.792
1319,1473.081
1320,1669.027
1321,1491.928
1322,1548.490
1323,1638.065
1324,1461.641
1325,1465.188
1326,1496.565
1327,1509.830
1328,1646.297
1329,1438.205
1330,1373.712
1331,1479.148
1332,1467.091
1333,1366.826
1334,1441.169
1335,1482.803
1336,1437.425
1337,1481.332
1338,1552.246
1339,1549.964
1340,1577.193
1341,1438.853
1342,1555.564
1343,1584.970
1344,1557.027
1345,1461.404
1346,1377.084
1347,1471.465
1348,1402.537
1349,1487.550
1350,1549.737
1351,1445.700
1352,1468.713
1353,1500.508
1354,1429.772
1355,1431.888
1356,1489.342
1357,1473.908
1358,1511.791
1359,1508.339
1360,1564.982
1361,1526.882
1362,1482.682
1363,1437.398
1364,1479.035
1365,1631.000
1366,1599.417
1367,1481.295
1368,1616.673
1369,1525.166
1370,1531.723
1371,1515.451
1372,1574.498
1373,1557.501
1374,1546.949
1375,1509.431
1376,1568.659
1377,1547.372
1378,1488.545
1379,1443.474
1380,1547.829
1381,1595.509
1382,1552.402
1383,1539.675
1384,1549.819
1385,1548.612
1386,1486.334
1387,1490.913
1388,1555.490
1389,1680.494
1390,1661.369
1391,1599.479
1392,1530.893
1393,1468.134
1394,1541.551
1395,1639.449
1396,1621.940
1397,1549.263
1398,1517.348
1399,1484.192
1400,1494.084
1401,1439.176
1402,1432.191
1403,1438.592
1404,1436.834
1405,1437.976
1406,1446.542
1407,1455.417
1408,1499.826
1409,1558.339
1410,1513.163
1411,1535.881
1412,1556.236
1413,1504.353
1414,1518.282
1415,1569.780
1416,1524.507
1417,1465.379
1418,1492.395
1419,1514.739
1420,1499.197
1421,1529.710
1422,1487.034
