Distance_(pixels),Gray_Value
0,944.000
1,880.944
2,817.120
3,880.132
4,911.978
5,864.316
6,943.587
7,836.742
8,974.928
9,944.049
10,1007.340
11,864.880
12,1021.035
13,915.097
14,941.629
15,981.656
16,914.824
17,990.839
18,1002.038
19,1058.255
20,930.644
21,959.890
22,1017.739
23,966.519
24,973.337
25,901.804
26,972.819
27,923.790
28,814.370
29,887.582
30,902.510
31,929.555
32,973.993
33,889.252
34,985.028
35,908.002
36,989.697
37,1023.777
38,997.749
39,875.543
40,927.627
41,775.608
42,849.749
43,943.292
44,799.615
45,958.724
46,880.647
47,852.862
48,932.977
49,943.772
50,817.582
51,977.346
52,873.534
53,822.292
54,1017.381
55,842.776
56,897.249
57,982.126
58,1014.209
59,919.468
60,1025.686
61,948.198
62,1026.530
63,956.055
64,873.514
65,967.769
66,946.374
67,1006.193
68,841.461
69,926.927
70,979.203
71,884.687
72,931.149
73,829.430
74,977.369
75,900.695
76,955.076
77,916.762
78,899.393
79,888.815
80,950.340
81,961.629
82,871.821
83,988.042
84,883.757
85,857.699
86,938.042
87,964.384
88,1001.380
89,962.824
90,1118.671
91,1041.297
92,1030.065
93,1019.751
94,934.069
95,1091.240
96,1035.917
97,1055.579
98,1039.882
99,1069.660
100,1093.061
101,1067.556
102,1028.714
103,1027.736
104,1035.361
105,1134.733
106,1006.103
107,975.520
108,1042.840
109,1059.729
110,1071.766
111,1084.736
112,1147.125
113,1176.594
114,1068.666
115,1132.146
116,1173.358
117,1042.769
118,995.981
119,1115.460
120,1122.710
121,1180.341
122,1147.179
123,1225.728
124,1222.881
125,1276.473
126,1230.083
127,1274.046
128,1297.044
129,1243.982
130,1282.321
131,1258.987
132,1164.191
133,1141.008
134,1126.796
135,1142.993
136,1111.183
137,1025.146
138,899.919
139,883.309
140,935.610
141,928.728
142,913.217
143,927.317
144,959.752
145,967.844
146,968.135
147,984.066
148,999.725
149,938.545
150,840.529
151,971.201
152,1017.889
153,891.155
154,926.025
155,954.172
156,874.807
157,909.714
158,981.309
159,902.676
160,904.666
161,987.907
162,924.597
163,919.163
164,975.331
165,925.338
166,905.649
167,973.768
168,941.242
169,947.954
170,853.612
171,994.150
172,1014.535
173,915.162
174,930.760
175,869.178
176,879.894
177,979.119
178,892.664
179,856.382
180,946.186
181,856.007
182,925.572
183,937.720
184,969.822
185,946.382
186,846.915
187,939.522
188,889.601
189,1002.284
190,924.546
191,908.605
192,871.130
193,951.924
194,939.138
195,964.186
196,949.776
197,1012.230
198,920.540
199,848.943
200,981.126
201,964.081
202,955.395
203,963.140
204,947.750
205,871.101
206,1092.758
207,998.450
208,956.839
209,944.422
210,926.111
211,896.066
212,883.355
213,984.943
214,876.887
215,982.663
216,1026.032
217,943.960
218,932.351
219,839.533
220,909.317
221,888.706
222,898.635
223,895.193
224,1020.038
225,901.952
226,838.013
227,937.910
228,968.726
229,889.115
230,881.059
231,956.187
232,957.176
233,889.312
234,953.939
235,979.581
236,1009.814
237,935.214
238,871.192
239,957.657
240,985.309
241,879.201
242,956.064
243,939.585
244,923.800
245,979.275
246,881.062
247,917.460
248,897.705
249,872.114
250,835.928
251,900.079
252,940.123
253,943.906
254,890.272
255,916.628
256,879.860
257,952.678
258,1052.693
259,894.914
260,970.677
261,969.569
262,908.465
263,916.191
264,956.540
265,898.915
266,915.259
267,1058.105
268,1004.581
269,938.487
270,979.717
271,1017.687
272,895.873
273,852.882
274,943.177
275,989.854
276,929.484
277,1001.747
278,931.803
279,972.990
280,1018.594
281,920.692
282,973.479
283,946.952
284,929.254
285,944.238
286,927.696
287,929.132
288,974.355
289,945.523
290,1049.561
291,1070.943
292,1056.800
293,1221.860
294,1049.447
295,1158.447
296,1166.171
297,1272.619
298,1290.700
299,1336.928
300,1416.870
301,1595.834
302,1565.047
303,1723.599
304,1538.696
305,1877.249
306,1909.784
307,2148.614
308,2272.046
309,2379.111
310,2378.522
311,2076.936
312,2105.261
313,2379.103
314,2901.798
315,3065.406
316,3442.907
317,3465.898
318,3213.458
319,3065.073
320,2699.089
321,2545.370
322,2452.605
323,1859.336
324,1575.902
325,1175.890
326,1238.988
327,1031.158
328,1155.574
329,1139.129
330,1011.525
331,994.719
332,996.741
333,983.702
334,871.267
335,956.629
336,927.740
337,878.003
338,965.852
339,953.667
340,939.402
341,926.117
342,965.137
343,972.835
344,954.186
345,936.507
346,998.990
347,916.069
348,981.698
349,892.641
350,1009.466
351,969.653
352,960.965
353,986.091
354,929.555
355,852.253
356,904.666
357,961.654
358,956.901
359,974.756
360,954.884
361,967.407
362,870.141
363,956.937
364,847.970
365,851.255
366,915.790
367,835.942
368,892.523
369,932.999
370,958.398
371,919.209
372,959.720
373,864.532
374,970.160
375,935.539
376,915.291
377,964.927
378,915.742
379,932.907
380,922.587
381,949.465
382,906.402
383,893.831
384,863.107
385,902.660
386,950.662
387,925.428
388,937.520
389,903.904
390,896.567
391,896.026
392,920.660
393,898.483
394,889.208
395,792.206
396,947.824
397,935.929
398,974.200
399,882.886
400,883.519
401,1012.189
402,895.163
403,952.511
404,938.166
405,957.551
406,968.982
407,978.929
408,928.732
409,1005.103
410,1031.442
411,984.224
412,1047.980
413,951.943
414,973.670
415,907.064
416,949.631
417,919.316
418,948.432
419,932.452
420,883.786
421,940.867
422,930.901
423,937.702
424,888.364
425,897.649
426,895.038
427,939.263
428,903.628
429,861.489
430,985.923
431,902.369
432,858.144
433,922.899
434,904.351
435,910.131
436,889.719
437,902.722
438,896.485
439,837.256
440,920.343
441,972.619
442,1007.452
443,948.606
444,936.906
445,902.258
446,882.350
447,925.290
448,872.379
449,975.418
450,958.106
451,899.336
452,892.903
453,933.102
454,886.025
455,893.029
456,870.176
457,1009.098
458,946.035
459,970.563
460,934.573
461,892.739
462,922.369
