Distance_(pixels),Gray_Value
0,12819.268
1,12970.620
2,13131.240
3,13290.418
4,13452.533
5,13629.932
6,13802.373
7,13967.320
8,14123.224
9,14273.134
10,14432.894
11,14609.374
12,14800.656
13,15003.005
14,15184.982
15,15318.574
16,15469.790
17,15595.364
18,15752.444
19,15907.480
20,16064.741
21,16182.300
22,16274.161
23,16331.632
24,16353.023
25,16371.549
26,16384.795
27,16414.334
28,16464.936
29,16508.869
30,16536.879
31,16566.227
32,16584.254
33,16574.309
34,16566.799
35,16574.178
36,16556.805
37,16510.146
38,16474.699
39,16410.545
40,16332.712
41,16282.785
42,16241.759
43,16183.257
44,16096.629
45,15997.766
46,15918.657
47,15842.270
48,15744.395
49,15639.373
50,15539.809
51,15473.897
52,15408.793
53,15315.214
54,15175.017
55,15035.286
56,14893.366
57,14787.806
58,14686.717
59,14559.238
60,14421.616
61,14269.992
62,14108.796
63,13930.439
64,13770.011
65,13615.276
66,13438.622
67,13286.248
68,13156.547
69,13044.581
70,12912.942
71,12783.211
72,12629.460
73,12431.034
74,12213.606
75,11991.986
76,11749.635
77,11541.840
78,11364.241
79,11180.424
80,11015.137
81,10862.662
82,10704.837
83,10554.115
84,10398.255
85,10248.395
86,10111.193
87,9987.067
88,9849.443
89,9719.651
90,9578.403
91,9435.766
92,9301.428
93,9153.458
94,8991.542
95,8860.082
96,8731.059
97,8604.947
98,8483.508
99,8367.342
100,8259.859
101,8157.537
102,8061.319
103,7963.463
104,7866.566
105,7764.146
106,7665.841
107,7589.085
108,7502.328
109,7417.539
110,7342.023
111,7277.619
112,7211.033
113,7170.727
114,7145.761
115,7121.412
116,7120.291
117,7125.293
118,7131.188
119,7141.087
120,7175.549
121,7217.438
122,7277.421
123,7327.367
124,7367.106
125,7410.292
126,7455.440
127,7481.042
128,7526.924
129,7575.845
130,7630.682
131,7715.366
132,7814.386
133,7924.396
134,8036.636
135,8160.771
136,8295.118
137,8420.373
138,8533.056
139,8648.398
140,8793.707
141,8962.168
142,9139.703
143,9309.863
144,9469.780
145,9625.910
146,9785.197
147,9976.151
148,10180.581
149,10389.944
150,10593.890
151,10775.366
152,10972.018
153,11189.055
154,11417.973
155,11644.415
156,11846.537
157,12071.478
158,12295.902
159,12471.010
160,12626.706
161,12808.426
162,12993.707
163,13169.817
164,13321.176
165,13460.179
166,13623.102
167,13804.002
168,13976.135
169,14144.766
170,14301.646
171,14456.467
172,14606.992
173,14736.571
174,14848.430
175,14965.582
176,15091.045
177,15231.349
178,15409.735
179,15584.796
180,15719.574
181,15815.265
182,15886.560
183,15960.973
184,16048.269
185,16145.472
186,16247.342
187,16332.733
188,16393.188
189,16436.340
190,16458.924
191,16483.531
192,16528.102
193,16562.723
194,16565.410
195,16573.730
196,16585.705
197,16563.990
198,16532.842
199,16495.957
200,16465.633
201,16449.758
202,16427.990
203,16404.621
204,16410.361
205,16421.775
206,16435.236
207,16447.736
208,16424.188
209,16372.305
210,16332.557
211,16329.579
212,16329.316
213,16290.839
214,16226.350
215,16147.526
216,16061.356
217,15966.445
218,15867.471
219,15798.023
220,15719.885
221,15598.613
222,15448.967
223,15284.304
224,15120.970
225,14970.188
226,14804.815
227,14652.605
228,14507.805
229,14350.420
230,14202.230
231,14044.629
232,13881.270
233,13681.386
234,13495.179
235,13307.113
236,13095.696
237,12882.613
238,12698.614
239,12530.371
240,12364.901
241,12207.659
242,12040.714
243,11854.156
244,11676.728
245,11478.439
246,11300.249
247,11111.833
248,10916.614
249,10703.028
250,10500.498
251,10305.169
252,10115.051
253,9905.995
254,9700.207
255,9533.414
256,9383.659
257,9236.439
258,9054.015
259,8881.762
260,8718.308
261,8574.483
262,8440.767
263,8304.919
264,8178.883
265,8080.982
266,7990.184
267,7901.645
268,7808.065
269,7724.765
270,7651.978
271,7562.842
272,7474.549
273,7400.742
274,7349.546
275,7304.144
276,7261.053
277,7233.982
278,7205.685
279,7185.787
280,7176.760
281,7168.818
282,7182.633
283,7198.011
284,7214.393
285,7245.110
286,7271.547
287,7308.643
288,7363.322
289,7422.428
290,7482.913
291,7540.805
292,7593.152
293,7660.549
294,7739.734
295,7824.710
296,7905.967
297,8002.485
298,8105.362
299,8223.446
300,8353.215
301,8481.426
302,8622.082
303,8794.392
304,8943.090
305,9087.562
306,9225.011
307,9382.862
308,9538.248
309,9687.901
310,9842.082
311,10006.375
312,10168.335
313,10327.733
314,10484.559
315,10649.373
316,10803.627
317,10980.611
318,11155.323
319,11331.248
320,11505.949
321,11685.217
322,11847.441
323,12006.571
324,12169.467
325,12378.134
326,12601.275
327,12799.854
328,12968.613
329,13138.076
330,13311.214
331,13480.968
332,13638.386
333,13784.561
334,13940.097
335,14106.460
336,14304.029
337,14491.938
338,14680.854
339,14820.226
340,14951.071
341,15026.901
342,15125.147
343,15228.223
344,15381.349
345,15537.187
346,15692.433
347,15840.394
348,15991.229
349,16108.770
350,16198.747
351,16253.159
352,16310.762
353,16373.130
354,16421.361
355,16486.605
356,16552.559
357,16609.305
358,16664.984
359,16711.145
360,16736.176
361,16725.982
362,16730.840
363,16761.771
364,16781.457
365,16819.307
366,16854.691
367,16895.885
368,16945.113
369,16979.480
370,17022.225
371,17071.119
372,17065.387
373,17037.201
374,16996.393
375,16922.781
376,16846.135
377,16746.443
378,16638.074
379,16545.061
380,16462.844
381,16390.865
382,16317.286
383,16253.890
384,16174.772
385,16080.814
386,15963.993
387,15834.722
388,15678.770
389,15515.165
390,15351.486
391,15187.332
392,15003.634
393,14793.521
394,14582.936
395,14354.793
396,14116.695
397,13889.860
398,13663.580
399,13444.540
400,13236.156
401,13035.636
402,12857.460
403,12670.047
404,12462.470
405,12245.224
406,12054.218
407,11862.165
408,11677.058
409,11487.173
410,11282.058
411,11075.804
412,10885.681
413,10698.941
414,10530.399
415,10377.366
