Distance_(pixels),Gray_Value
0,2708.000
1,2580.048
2,2407.839
3,2679.969
4,2699.641
5,2568.006
6,2480.799
7,2692.316
8,2688.096
9,2775.480
10,2447.494
11,2651.307
12,2715.969
13,2840.125
14,2623.386
15,2685.216
16,2849.060
17,2888.670
18,2744.010
19,2653.379
20,3137.058
21,2759.335
22,2814.369
23,2790.779
24,2879.476
25,2719.176
26,2669.880
27,2959.884
28,2736.244
29,2461.357
30,2749.852
31,2770.925
32,2565.945
33,2867.076
34,2709.097
35,2562.486
36,2700.124
37,2680.085
38,3152.456
39,2859.260
40,3054.603
41,3069.227
42,2958.074
43,3271.280
44,3243.591
45,3129.424
46,3397.048
47,3419.822
48,3340.298
49,3339.000
50,3476.544
51,3412.795
52,3384.065
53,3430.545
54,3377.914
55,3178.349
56,3381.379
57,3417.916
58,3376.892
59,3299.107
60,3360.279
61,3336.750
62,3382.180
63,3495.095
64,3413.525
65,3145.870
66,3367.619
67,3231.645
68,3375.231
69,3294.697
70,3739.291
71,3813.386
72,4347.929
73,4272.587
74,4521.018
75,4489.427
76,4228.373
77,3927.951
78,3599.606
79,3917.134
80,4087.776
81,3717.376
82,3518.085
83,4370.212
84,4414.315
85,4450.296
86,4121.473
87,4107.571
88,4573.274
89,4739.932
90,4475.226
91,4369.523
92,4455.834
93,4825.298
94,5033.897
95,5863.768
96,5969.582
97,5518.881
98,5945.428
99,6272.204
100,6799.616
101,7086.758
102,6913.134
103,6999.154
104,6808.290
105,6810.576
106,7669.151
107,8973.910
108,11974.121
109,13966.879
110,16655.510
111,18004.955
112,18348.088
113,17559.027
114,16180.555
115,12861.036
116,11474.497
117,8293.249
118,8048.569
119,6288.370
120,9528.245
121,14556.258
122,5155.076
123,6430.792
124,3169.369
125,3256.604
126,3371.571
127,3336.597
128,3238.368
129,2478.463
130,2630.974
131,2797.600
132,2491.369
133,2477.799
134,2530.851
135,2663.583
136,2606.280
137,2634.815
138,2688.425
139,2655.566
140,2525.740
141,2411.693
142,2536.911
143,2522.227
144,2574.979
145,2623.944
146,2391.425
147,2457.839
148,2495.175
149,2600.581
150,2495.952
151,2635.454
152,2476.422
153,2589.192
154,2460.462
155,2617.876
156,2376.190
157,2477.838
158,2430.480
159,2444.708
160,2484.633
161,2534.424
162,2428.338
163,2527.720
164,2558.314
165,2473.623
166,2443.799
167,2451.476
168,2536.995
169,2485.733
170,2489.955
171,2544.536
172,2555.540
